TRAVELID,hpzl,sj,laneid,longitude,latitude,angle,speed,turn,posm,ftnode
053541e2710552310a04144906244cf9,2,2019-07-01 08:54:30,2,118.7629265125245,30.946936602176454,184.702579836213,5.45638104218726,S,356.741909925767,4863_4724
053541e2710552310a04144906244cf9,2,2019-07-01 08:55:30,2,118.76281454945892,30.946124296536414,184.698586627829,5.45638104218726,S,265.802225889313,4863_4724
053541e2710552310a04144906244cf9,2,2019-07-01 08:56:00,3,118.76273967216042,30.945717853430757,184.697157366403,5.45638104218726,S,220.332383871086,4863_4724
053541e2710552310a04144906244cf9,2,2019-07-01 08:56:30,3,118.7627417786492,30.945306930283504,184.697157366403,5.45638104218726,S,174.862541852859,4863_4724
053541e2710552310a04144906244cf9,2,2019-07-01 08:57:00,3,118.76276703565644,30.944894104938758,184.697157366403,5.45638104218726,S,129.392699834632,4863_4724
053541e2710552310a04144906244cf9,2,2019-07-01 08:57:30,4,118.76262802820493,30.9444925099445,184.703299813157,5.45638104218726,S,83.9228578164044,4863_4724
66a4f829a37b7532dfc20fc5d236502d,2,2019-07-01 09:06:00,1187631783094798230,118.76309129572725,30.948006306222435,184.695952559665,29.0232046304502,S,476.658075887935,4863_4724
66a4f829a37b7532dfc20fc5d236502d,2,2019-07-01 09:06:30,2,118.76290235902236,30.94583700167436,184.702994826697,29.0232046304502,S,234.798037300849,4863_4724
03794fa514284f0f840de13fc9e57c66,2,2019-07-01 08:21:30,1187629053094526530,118.76286044477634,30.945261581376194,4.70368490710414,35.1805377989634,L,370.805377989635,4724_4863
03794fa514284f0f840de13fc9e57c66,2,2019-07-01 08:22:00,1187632403094762030,118.76324577548115,30.947877444802526,2.85477547543365,35.1805377989634,L,77.6342296649391,4724_4863
03794fa514284f0f840de13fc9e57c66,2,2019-07-01 08:22:30,2,118.76333741250306,30.948400447525053,3.42376994137151,0.0,L,19.0,4724_4863
03794fa514284f0f840de13fc9e57c66,2,2019-07-01 08:23:00,1187627983094881530,118.76282534784266,30.948802512990746,270.834767841028,35.3581023417274,S,307.650852847728,4863_4854
eae0741cd5cf0519e1ada8bd53223b25,2,2019-07-01 09:40:30,1187629023094636330,118.76300689022911,30.946352692659772,184.702036844007,35.5084711281783,S,293.040461865881,4863_4724
218d843bff00b623a6222f4f0b17ccb5,2,2019-07-01 08:06:30,1,118.76300129754006,30.945297924342825,4.70295848293856,35.4460323773199,L,365.30644387801,4724_4863
218d843bff00b623a6222f4f0b17ccb5,2,2019-07-01 08:07:00,1187632043094762530,118.76309998602919,30.94795697210061,4.21834005446307,35.4460323773199,L,69.9228407336776,4724_4863
218d843bff00b623a6222f4f0b17ccb5,2,2019-07-01 08:07:30,1187632683094874930,118.76316363051976,30.94883659533998,278.399950876072,5.83165333474984,S,341.179777860407,4863_4854
218d843bff00b623a6222f4f0b17ccb5,2,2019-07-01 08:08:00,2,118.76265616979927,30.948860454972547,270.837126177452,5.83165333474984,S,292.582666737492,4863_4854
b779881d42565ed4eeb3dd27154164ef,2,2019-07-01 09:10:30,1187627983094881530,118.76278010118402,30.948744503651987,270.834767841028,31.103307389427,S,303.393266286096,4863_4854
b779881d42565ed4eeb3dd27154164ef,2,2019-07-01 09:14:00,1,118.76303035296311,30.9472415444338,184.702560625717,34.890098006708,L,390.976061739337,4863_4724
b779881d42565ed4eeb3dd27154164ef,2,2019-07-01 09:14:30,1187627343094466630,118.76261728688483,30.944649010880312,184.703326139531,34.890098006708,L,100.22524501677,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:32:30,1,118.76340865834082,30.94841216119096,3.15379276323407,11.6307692307692,L,17.1538461538462,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 09:00:00,3,118.76312492593425,30.947501200944213,184.660774846854,10.9629515770214,R,421.246477119152,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:30:00,1,118.762598716949,30.9443991630161,4.70309188139723,25.5278409244983,L,468.464015408306,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 09:30:30,1,118.76310813007234,30.94627898360319,4.70265767549558,25.5278409244983,L,255.732007704153,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 09:31:00,1,118.76316435714185,30.948195746121165,4.49054210764743,25.5278409244983,L,43.0,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 09:31:30,1,118.76314044783183,30.948197623853535,4.49054210764743,0.0,L,43.0,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 09:32:00,1,118.76318705116452,30.948193963832132,4.49054210764743,0.0,L,43.0,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 09:33:00,2,118.76332353853711,30.947903852322938,184.702579836213,10.7623268623358,S,467.430285930659,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:33:30,2,118.76292530112508,30.947126427461924,184.702579836213,10.7623268623358,S,377.744228744527,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:34:00,2,118.76298619888001,30.94631123741311,184.698586627829,10.7623268623358,S,288.058171558395,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:34:30,2,118.76266332715895,30.945527610247094,184.702994826697,10.7623268623358,S,198.372114372264,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:35:00,2,118.76285025149286,30.94470204703879,184.703127108858,10.7623268623358,S,108.686057186132,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 08:57:30,1,118.76278389280941,30.945790344801203,4.72795699322637,35.0756118442856,L,312.78321639365,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 08:58:00,1,118.7634153436275,30.948381766680455,3.15379276323407,35.0756118442856,L,20.4864510246031,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 08:58:30,1,118.7632732920945,30.94856516299478,3.15379276323407,0.0,L,1.0,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 08:59:00,1,118.76334141632131,30.948561409368487,3.15379276323407,0.0,L,1.0,4724_4863
49786592914013b51ee22d545737134e,2,2019-07-01 08:59:30,3,118.76320516673172,30.94831987711509,184.660774846854,10.9629515770214,R,512.604406927664,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:00:30,3,118.7628946250299,30.946694758398014,184.660774846854,10.9629515770214,R,329.888547310641,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:01:00,1187628313094587530,118.76272052036948,30.94588389933919,184.738175070368,10.9629515770214,R,238.53061750213,4863_4724
49786592914013b51ee22d545737134e,2,2019-07-01 09:01:30,3,118.76265659048904,30.945063794521523,184.697157366403,10.9629515770214,R,147.172687693618,4863_4724
7fd4065a0fb914469fd612d01287cd92,2,2019-07-01 09:29:30,2,118.76235140158202,30.948852859267504,268.829732599488,28.6014574949932,S,263.345479124943,4863_4854
